Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
393;21747;"Pirogov Russian Journal of Surgery";journal;"00231207, 23095628";0,167;Q3;14;229;601;5427;251;596;0,40;23,70;-;0;86;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-2025";"History and Philosophy of Science (Q3); Medicine (miscellaneous) (Q4); Surgery (Q4)";"Arts and Humanities; Medicine"
394;21100830486;"Bulletin of Russian State Medical University";journal;"25421204, 25001094";0,166;Q4;8;74;200;2216;90;200;0,50;29,95;-;0;26;Russian Federation;Eastern Europe;"Pirogov Russian National Research Medical University";"2017-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
395;21101059744;"Vestnik Sankt-Peterburgskogo Universiteta. Ekonomika";journal;"2542226X, 1026356X";0,166;Q4;9;31;76;975;28;76;0,42;31,45;-;0;24;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
396;21100795624;"Voprosy Detskoi Dietologii";journal;"24149519, 17275784";0,165;Q3;9;50;171;2340;113;170;0,68;46,80;-;0;17;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2024";"Pediatrics, Perinatology and Child Health (Q3); Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
397;21101077284;"Koloproktologia";journal;"20737556, 26867303";0,164;Q4;9;70;156;2022;134;148;0,95;28,89;-;0;32;Russian Federation;Eastern Europe;"Association of Coloproctologists of Russia";"2019-2024";"Gastroenterology (Q4); Oncology (Q4); Surgery (Q4)";"Medicine"
398;21100783507;"Vestnik Transplantologii i Iskusstvennykh Organov";journal;"19951191, 24126160";0,164;Q3;10;78;206;2459;104;200;0,64;31,53;-;0;24;Russian Federation;Eastern Europe;"Russian Transplant Society";"2015-2024";"Transplantation (Q3); Immunology and Allergy (Q4)";"Medicine"
399;28071;"Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine";journal;"0233528X";0,163;Q4;16;40;222;983;49;222;0,22;24,58;-;0;0;Russian Federation;Eastern Europe;"Slovo Ltd";"1992-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
400;21100848431;"Russian Journal of Forest Science";journal;"00241148";0,163;Q4;8;37;159;1346;63;158;0,27;36,38;-;0;19;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2017-2024";"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Forestry (Q4); Nature and Landscape Conservation (Q4)";"Agricultural and Biological Sciences; Environmental Science"
401;21101039613;"Epidemiologiya i Vaktsinoprofilaktika";journal;"20733046, 26190494";0,162;Q4;9;75;231;2142;145;230;0,63;28,56;-;0;51;Russian Federation;Eastern Europe;"Numikom LLC";"2019-2024";"Epidemiology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
402;21100434068;"Problems of Atomic Science and Technology, Series Thermonuclear Fusion";journal;"02023822";0,162;Q4;10;35;100;925;25;99;0,31;26,43;-;0;21;Russian Federation;Eastern Europe;"National Research Center Kurchatov Institute";"2015-2024";"Condensed Matter Physics (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4)";"Energy; Physics and Astronomy"
403;21100821149;"Profilakticheskaya Meditsina";journal;"23054948, 2309513X";0,162;Q4;14;222;603;6014;340;600;0,55;27,09;-;0;152;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2016-2025";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
404;21101241165;"Eye Glaz";journal;"22224408, 26868083";0,161;Q4;3;28;79;493;26;78;0,38;17,61;-;0;2;Russian Federation;Eastern Europe;"";"2020-2024";"Ophthalmology (Q4); Optometry (Q4)";"Health Professions; Medicine"
405;21100900370;"Imagologiya i Komparativistika";journal;"24099554";0,161;Q1;3;29;104;696;10;103;0,10;24,00;-;0;6;Russian Federation;Eastern Europe;"Tomsk State University";"2018-2024";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Visual Arts and Performing Arts (Q2); Communication (Q4)";"Arts and Humanities; Social Sciences"
406;27231;"Klinichescheskaya Laboratornaya Diagnostika";journal;"08692084, 24121320";0,161;Q3;14;86;325;2426;145;325;0,47;28,21;-;0;38;Russian Federation;Eastern Europe;"Joint Stock Company "EKOlab"";"1993-2025";"Medical Laboratory Technology (Q3); Biochemistry (medical) (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine"
407;21100204913;"Moscow University Biological Sciences Bulletin";journal;"1934791X, 00963925";0,161;Q4;16;36;126;1194;61;124;0,43;33,17;-;0;6;Russian Federation;Eastern Europe;"";"1980, 1988, 2009, 2011-2025";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
408;21101062491;"Problems of Strength and Plasticity";journal;"18149146";0,161;Q4;5;39;119;969;30;119;0,32;24,85;-;0;2;Russian Federation;Eastern Europe;"Lobachevsky State University of Nizhny Novgorod";"2019-2024";"Ceramics and Composites (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4); Modeling and Simulation (Q4)";"Engineering; Materials Science; Mathematics"
409;21101204527;"Russian Journal of Operative Surgery and Clinical Anatomy";journal;"2588042X, 25877755";0,161;Q3;6;42;95;954;47;93;0,51;22,71;-;0;5;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2017-2024";"Pathophysiology (Q3); Anatomy (Q4); Pathology and Forensic Medicine (Q4); Surgery (Q4)";"Medicine; Nursing"
410;21101146383;"Historia Provinciae - Zurnal Regional'noj Istorii";journal;"25878344";0,160;Q2;2;38;119;1821;11;117;0,10;47,92;-;0;11;Russian Federation;Eastern Europe;"Cherepovets State University";"2019-2024";"History (Q2)";"Arts and Humanities"
411;21101068032;"Medical Technologies. Assessment and Choice";journal;"22190678, 27127877";0,160;Q4;4;38;91;867;40;91;0,43;22,82;-;0;18;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2020-2024";"Biomedical Engineering (Q4); Health Policy (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Engineering; Medicine"
412;21100817112;"Polytrauma";journal;"18191495, 2541867X";0,160;Q4;6;43;116;965;52;116;0,38;22,44;-;0;9;Russian Federation;Eastern Europe;"The Charity Fund of Clinical Center of Miners' Health Protection";"2016-2024";"Engineering (miscellaneous) (Q4)";"Engineering"
413;21101044962;"Computational Continuum Mechanics";journal;"19996691";0,159;Q4;7;41;128;1184;64;128;0,54;28,88;-;0;2;Russian Federation;Eastern Europe;"Institute of Continuous Media Mechanics";"2019-2024";"Applied Mathematics (Q4); Computational Mechanics (Q4); Condensed Matter Physics (Q4); Mechanical Engineering (Q4)";"Engineering; Mathematics; Physics and Astronomy"
414;20812;"Immunologiya";journal;"02064952";0,159;Q4;13;67;210;2425;137;209;0,77;36,19;-;0;35;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"1987-2001, 2009-2010, 2013-2024";"Immunology (Q4)";"Immunology and Microbiology"
415;21101170297;"Christianity in the Middle East";journal;"25879316, 29493234";0,158;Q2;2;15;84;818;4;84;0,05;54,53;-;0;4;Russian Federation;Eastern Europe;"Evgenii Palamarenko";"2019-2024";"Religious Studies (Q2)";"Arts and Humanities"
416;21101253665;"Contemporary Musicology";journal;"25879731";0,158;Q2;1;24;70;334;8;70;0,13;13,92;-;0;0;Russian Federation;Eastern Europe;"";"2020-2024";"Music (Q2); Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities"
417;21101169124;"Izvestiya RAN. Seriya Literatury i Yazyka";journal;"16057880, 24137715";0,158;Q1;3;66;191;1525;26;191;0,16;23,11;-;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2019-2023";"Literature and Literary Theory (Q1); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
418;21100239608;"Pediatric Hematology/Oncology and Immunopathology";journal;"17261708, 24149314";0,158;Q4;8;89;235;2866;88;234;0,42;32,20;-;0;40;Russian Federation;Eastern Europe;"D. Rogachev NMRCPHOI";"2002-2024";"Hematology (Q4); Immunology (Q4); Immunology and Allergy (Q4); Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Immunology and Microbiology; Medicine"
419;25950;"Gematologiya i Transfuziologiya";journal;"02345730";0,157;Q4;9;22;105;802;58;104;0,57;36,45;-;0;13;Russian Federation;Eastern Europe;"Meditsina Publishers";"1983-2024";"Hematology (Q4)";"Medicine"
420;21100850732;"Khimiya Rastitel'nogo Syr'ya";journal;"10295143, 10295151";0,157;Q4;10;152;438;5375;177;438;0,38;35,36;-;0;17;Russian Federation;Eastern Europe;"Altai State University";"2017-2024";"Biomaterials (Q4); Organic Chemistry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Chemistry; Materials Science"
421;21101055860;"Science and Technologies: Oil and Oil Products Pipeline Transportation";journal;"25419595, 22212701";0,157;Q4;7;0;140;0;45;139;0,32;0,00;-;0;0;Russian Federation;Eastern Europe;"Pipeline Transport Institute, LLC";"2019-2023";"Civil and Structural Engineering (Q4); Ecology (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering; Environmental Science; Materials Science"
422;27572;"Arkhiv Patologii";journal;"23091266, 00041955";0,156;Q4;14;66;195;1564;91;189;0,45;23,70;-;0;40;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1950-2024";"Pathology and Forensic Medicine (Q4)";"Medicine"
423;14178;"Molekulyarnaya Biologiya";journal;"00268984";0,156;Q4;25;79;240;0;70;240;0,27;0,00;-;0;26;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1973-2024";"Medicine (miscellaneous) (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
424;21100979261;"Obstetrics, Gynecology and Reproduction";journal;"23137347, 25003194";0,156;Q4;8;71;220;2564;107;219;0,58;36,11;-;0;39;Russian Federation;Eastern Europe;"IRBIS LLC";"2017-2024";"Embryology (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";"Medicine"
425;21101050071;"Russian Journal of Pain";journal;"22195297, 26189860";0,156;Q4;8;46;118;1609;58;114;0,54;34,98;-;0;4;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2010-2024";"Anesthesiology and Pain Medicine (Q4)";"Medicine"
426;54360;"Akusherstvo i Ginekologiya (Russian Federation)";journal;"24125679, 03009092";0,155;Q4;15;257;802;8137;423;796;0,60;31,66;-;0;127;Russian Federation;Eastern Europe;"Bionika Media Ltd.";"1945-1996, 2016-2025";"Obstetrics and Gynecology (Q4)";"Medicine"
427;21101052763;"Kliniceskaa Mikrobiologia i Antimikrobnaa Himioterapia";journal;"26869586, 16844386";0,155;Q4;11;36;130;1458;89;129;0,44;40,50;-;0;21;Russian Federation;Eastern Europe;"Interregional Association for Clinical Microbiology and Antimicrobial Chemotherapy";"2019-2024";"Epidemiology (Q4); Infectious Diseases (Q4); Microbiology (medical) (Q4); Pharmacology (medical) (Q4)";"Medicine"
428;21101119578;"Philological Class";journal;"20712405, 26585235";0,155;Q1;3;80;276;2458;30;275;0,09;30,73;-;0;9;Russian Federation;Eastern Europe;"Ural State Pedagogical University";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
429;21101030114;"Scientific and Technical Journal of Information Technologies, Mechanics and Optics";journal;"22261494, 25000373";0,155;Q4;9;124;404;2706;185;404;0,54;21,82;-;0;12;Russian Federation;Eastern Europe;"ITMO University";"2019-2024";"Atomic and Molecular Physics, and Optics (Q4); Computer Science Applications (Q4); Electronic, Optical and Magnetic Materials (Q4); Information Systems (Q4); Mechanical Engineering (Q4)";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
430;19509;"Health Care of the Russian Federation";journal;"0044197X, 24120723";0,154;Q4;7;77;296;1530;99;295;0,31;19,87;-;0;33;Russian Federation;Eastern Europe;"Meditsina Publishers";"1965-1980, 2016-2024";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
431;21100902603;"Informatsionno-Upravliaiushchie Sistemy";journal;"25418610, 16848853";0,154;Q4;11;24;110;690;51;110;0,44;28,75;-;0;2;Russian Federation;Eastern Europe;"Saint Petersburg State University of Aerospace Instrumentation";"2018-2024";"Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
432;21101046186;"Logical Investigations";journal;"24132713, 20741472";0,154;Q2;5;12;45;331;9;45;0,07;27,58;-;0;0;Russian Federation;Eastern Europe;"RAS Institute of Philosophy";"2015-2024";"Philosophy (Q2); Logic (Q4)";"Arts and Humanities; Mathematics"
433;21100980105;"Proceedings on Applied Botany, Genetics and Breeding";journal;"22278834, 26190982";0,154;Q4;6;89;252;2662;86;251;0,34;29,91;-;0;44;Russian Federation;Eastern Europe;"N.I. Vavilov All-Russian Institute of Plant Genetic Resources";"2017, 2019-2024";"Biochemistry (Q4); Biotechnology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Molecular Biology (Q4); Physiology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
434;21100304266;"Russkaia Literatura";journal;"01316095";0,154;Q2;4;1;265;43;12;249;0,05;43,00;-;0;0;Russian Federation;Eastern Europe;"Rossiiskaya Akademiya Nauk Institut Russkoi Literatury (Pushkinskii Dom)";"2013-2024";"Literature and Literary Theory (Q2)";"Arts and Humanities"
435;21100917131;"Voprosy Literatury";journal;"00428795";0,153;Q2;3;64;255;1205;11;255;0,05;18,83;-;0;0;Russian Federation;Eastern Europe;"Voprosy Literatury";"2019-2025";"Literature and Literary Theory (Q2)";"Arts and Humanities"
436;21101089397;"Ecosystem Transformation";journal;"26190931, 2619094X";0,152;Q4;4;48;76;2059;23;76;0,33;42,90;-;0;18;Russian Federation;Eastern Europe;"Cherepovets State University";"2019-2024";"Ecology (Q4); Environmental Science (miscellaneous) (Q4); Pollution (Q4); Water Science and Technology (Q4)";"Environmental Science"
437;21101097255;"Frontier Materials and Technologies";journal;"27824039, 27826074";0,152;Q4;4;40;112;900;44;112;0,44;22,50;-;0;10;Russian Federation;Eastern Europe;"Togliatti State University";"2022-2024";"Industrial and Manufacturing Engineering (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Metals and Alloys (Q4)";"Engineering; Materials Science"
438;21100861095;"Medical Radiology and Radiation Safety";journal;"10246177, 26189615";0,152;Q4;7;77;254;1715;48;248;0,24;22,27;-;0;32;Russian Federation;Eastern Europe;"A.I. Burnazyan Federal Medical Biophysical Center";"2018-2024";"Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
439;21101140500;"Clinical Dentistry (Russia)";journal;"27132846, 1811153X";0,151;Q3;4;90;248;1860;74;248;0,36;20,67;-;0;8;Russian Federation;Eastern Europe;"";"2019-2024";"Oral Surgery (Q3); Orthodontics (Q3); Periodontics (Q3); Dentistry (miscellaneous) (Q4)";"Dentistry"
440;21101168861;"Sarkomy Kostej, Magkih Tkanej i Opuholi Kozi";journal;"22194614, 27823687";0,151;Q4;3;34;69;1043;15;64;0,24;30,68;-;0;21;Russian Federation;Eastern Europe;"ABV-press Publishing House";"2019-2024";"Oncology (Q4); Orthopedics and Sports Medicine (Q4); Pathology and Forensic Medicine (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
441;18324;"Vestnik Rossiiskoi Akademii Meditsinskikh Nauk";journal;"08696047, 24143545";0,151;Q4;21;45;139;1698;90;138;0,40;37,73;-;0;22;Russian Federation;Eastern Europe;"Publishing House of the Union of Pediatricians";"1992-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
442;21101133410;"Vestnik Urologii/Urology Herald";journal;"23086424";0,151;Q4;7;87;225;2127;86;223;0,39;24,45;-;0;34;Russian Federation;Eastern Europe;"Rostovskii Gosudarstvennyi Meditsinskii Universitet";"2019-2024";"Urology (Q4)";"Medicine"
443;21101091059;"Ambulatornaya Khirurgiya";journal;"27128741, 27822591";0,150;Q4;3;49;125;1675;35;117;0,30;34,18;-;0;11;Russian Federation;Eastern Europe;"Remedium Group Ltd";"2021-2024";"Anesthesiology and Pain Medicine (Q4); Cardiology and Cardiovascular Medicine (Q4); Gastroenterology (Q4); Surgery (Q4); Urology (Q4)";"Medicine"
444;21101180701;"Journal of Corporate Finance Research";journal;"20730438";0,150;Q4;5;31;88;1512;54;88;0,70;48,77;-;0;17;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2020-2024";"Economics and Econometrics (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
445;21100943604;"Journal of Siberian Federal University: Chemistry";journal;"23136049, 19982836";0,150;Q4;7;46;153;979;66;138;0,38;21,28;-;0;5;Russian Federation;Eastern Europe;"Siberian Federal University";"2019-2024";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
446;21101041554;"Messenger of Anesthesiology and Resuscitation";journal;"20785658, 25418653";0,150;Q4;8;83;208;2558;101;207;0,47;30,82;-;0;28;Russian Federation;Eastern Europe;"New Terra Publishing House";"2019-2024";"Anesthesiology and Pain Medicine (Q4); Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4)";"Medicine"
