Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
239;21100843325;"Supercomputing Frontiers and Innovations";journal;"23138734, 24096008";0,212;Q4;19;28;75;781;76;75;1,10;27,89;19,70;0;3;Russian Federation;Eastern Europe;"South Ural State University";"2014-2024";"Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Software (Q4)";"Computer Science"
240;21100785520;"Zhournal Novoi Ekonomicheskoi Associacii /Journal of the New Economic Association";journal;"22212264";0,212;Q3;13;46;173;1490;104;173;0,57;32,39;48,98;0;25;Russian Federation;Eastern Europe;"New Economic Association";"2016-2024";"Finance (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
241;21100410100;"Applied Physics";journal;"19960948";0,211;Q4;10;89;198;1375;76;198;0,53;15,45;27,11;0;7;Russian Federation;Eastern Europe;"Federal Informational-Analytical Center of the Defense Industry";"2011-2024";"Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy"
242;21101083805;"Bulletin of Kamchatka Regional Association Educational-Scientific Center. Earth Sciences";journal;"18165524, 18165532";0,211;Q4;5;33;93;1041;56;93;0,60;31,55;43,68;0;6;Russian Federation;Eastern Europe;"Institute of Volcanology and Seismology FEB RAS";"2019-2024";"Geochemistry and Petrology (Q4); Geology (Q4); Geophysics (Q4)";"Earth and Planetary Sciences"
243;26681;"Problemy Endokrinologii";journal;"03759660";0,211;Q4;15;77;210;2372;206;208;1,03;30,81;70,37;0;37;Russian Federation;Eastern Europe;"Meditsina Publishers";"1967-1995, 2016-2024";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
244;20889;"Voprosy Virusologii";journal;"24112097, 05074088";0,211;Q4;20;50;130;1724;131;130;0,97;34,48;57,57;0;37;Russian Federation;Eastern Europe;"Central Research Institute for Epidemiology";"1956-2024";"Infectious Diseases (Q4); Medicine (miscellaneous) (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
245;21100810885;"Problemy Analiza";journal;"23063432, 23063424";0,210;Q4;10;23;81;434;38;81;0,51;18,87;36,11;0;0;Russian Federation;Eastern Europe;"Petrozavodsk State University";"2016-2024";"Analysis (Q4); Applied Mathematics (Q4)";"Mathematics"
246;21100945712;"Vladikavkaz Mathematical Journal";journal;"18140807, 16833414";0,210;Q4;6;45;123;803;37;122;0,26;17,84;26,32;0;0;Russian Federation;Eastern Europe;"Southern Mathematical Institute of VSC RAS";"2019-2024";"Mathematics (miscellaneous) (Q4)";"Mathematics"
247;21101168860;"Discrete and Continuous Models and Applied Computational Science";journal;"26587149, 26584670";0,209;Q4;5;26;67;552;21;67;0,26;21,23;28,00;0;2;Russian Federation;Eastern Europe;"Peoples' Friendship University of Russia";"2019-2024";"Computer Science (miscellaneous) (Q4); Modeling and Simulation (Q4); Physics and Astronomy (miscellaneous) (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics; Physics and Astronomy"
248;21100825345;"Ekonomicheskaya Politika";journal;"19945124, 24112658";0,209;Q3;13;30;106;1017;69;106;0,61;33,90;51,92;0;19;Russian Federation;Eastern Europe;"Editorial Board of the Journal Economic Policy";"2013-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
249;21100780829;"Ekonomicheskaya Sotsiologiya";journal;"17263247";0,209;Q3;8;34;79;1792;49;78;0,63;52,71;64,71;0;12;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
250;21100948917;"Journal of Computational Technologies";journal;"2313691X, 15607534";0,209;Q4;5;56;121;1256;49;121;0,41;22,43;32,48;0;11;Russian Federation;Eastern Europe;"Institute of Computational Technologies SB RAS";"2019-2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Numerical Analysis (Q4); Software (Q4)";"Computer Science; Mathematics"
251;21101040209;"Journal of Biomedical Photonics and Engineering";journal;"24112844";0,208;Q4;10;51;99;2035;91;95;0,86;39,90;37,82;0;10;Russian Federation;Eastern Europe;"Samara National Research University";"2019-2024";"Acoustics and Ultrasonics (Q4); Atomic and Molecular Physics, and Optics (Q4); Biomaterials (Q4); Biomedical Engineering (Q4)";"Engineering; Materials Science; Physics and Astronomy"
252;21101146394;"Digital Diagnostics";journal;"27128490, 27128962";0,207;Q3;7;61;114;1517;83;75;0,45;24,87;53,26;0;20;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2020-2024";"Internal Medicine (Q3); Radiological and Ultrasound Technology (Q3); Health Informatics (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine"
253;21100786529;"Mezhdunarodnye Protsessy";journal;"17282756, 18112773";0,207;Q1;8;25;101;1093;30;100;0,25;43,72;36,36;0;5;Russian Federation;Eastern Europe;"Academic Educational Forum on International Relations";"2015-2024";"History (Q1); Cultural Studies (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
254;21100937444;"Platonic Investigations";journal;"24103047, 26190745";0,207;Q2;3;30;89;859;14;89;0,18;28,63;36,00;0;1;Russian Federation;Eastern Europe;"Plato Philosophical Society";"2019-2024";"Philosophy (Q2)";"Arts and Humanities"
255;13617;"Russian Journal of Marine Biology";journal;"16083377, 10630740";0,207;Q4;30;75;217;2913;142;217;0,56;38,84;51,93;0;13;Russian Federation;Eastern Europe;"";"1996-2024";"Aquatic Science (Q4); Oceanography (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences"
256;14385;"Vestnik Otorinolaringologii";journal;"00424668, 23091274";0,207;Q3;13;97;341;2457;177;340;0,49;25,33;67,53;0;17;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1948, 1950-2024";"Otorhinolaryngology (Q3); Medicine (miscellaneous) (Q4)";"Medicine"
257;21101152124;"Psychology and Law";journal;"22225196";0,206;Q4;4;69;66;1813;41;66;0,62;26,28;73,28;0;23;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2022-2024";"Applied Psychology (Q4); Clinical Psychology (Q4); Experimental and Cognitive Psychology (Q4); Social Psychology (Q4)";"Psychology"
258;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";0,206;Q2;10;51;148;1648;101;147;0,74;32,31;73,08;0;11;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q3); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
259;23904;"Kardiologiya";journal;"24125660, 00229040";0,205;Q4;23;129;505;3334;444;503;1,01;25,84;48,00;0;35;Russian Federation;Eastern Europe;"Limited Liability Company KlinMed Consulting";"1961-2025";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
260;21100776473;"Russian Journal of Biomechanics";journal;"2410065X, 18125123";0,205;Q3;10;43;115;1711;98;115;0,96;39,79;36,36;0;7;Russian Federation;Eastern Europe;"Perm National Research Polytechnic University";"2016-2024";"Computational Mechanics (Q3); Biomaterials (Q4); Biomedical Engineering (Q4); Biophysics (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
261;21100857526;"Russian Sklifosovsky Journal of Emergency Medical Care";journal;"22239022, 25418017";0,205;Q3;10;78;245;2408;154;244;0,61;30,87;34,91;0;27;Russian Federation;Eastern Europe;"Sklifosovsky Research Institute for Emergency Medicine";"2017-2024";"Emergency Medicine (Q3)";"Medicine"
262;28116;"Voprosy Pitaniia";journal;"26587440, 00428833";0,205;Q4;22;73;228;2754;262;226;1,08;37,73;66,81;1;28;Russian Federation;Eastern Europe;"Geotar Media Publishing Group";"1954-2024";"Medicine (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Medicine; Nursing"
263;21101094997;"Indo-European Linguistics and Classical Philology Yearbook";journal;"23069015, 26586452";0,204;Q2;4;86;249;2020;35;249;0,15;23,49;50,00;0;3;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
264;21101021488;"Perm University Herald - History";journal;"22193111";0,204;Q1;3;66;199;1392;29;199;0,17;21,09;39,02;0;13;Russian Federation;Eastern Europe;"Permskii Gosudarstvennyi Natsional'nyi Issledovatel'skii Universitet";"2019-2024";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); Cultural Studies (Q2)";"Arts and Humanities; Social Sciences"
265;21100286375;"PNRPU Mechanics Bulletin";journal;"22249893, 22261869";0,204;Q3;18;69;178;2827;132;178;0,66;40,97;26,67;0;7;Russian Federation;Eastern Europe;"Perm National Research Polytechnic University";"2013-2024";"Computational Mechanics (Q3); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Engineering; Materials Science"
266;21100778766;"Public Administration Issues";journal;"19995431, 24095095";0,204;Q4;11;49;151;2095;89;147;0,59;42,76;44,44;1;21;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Public Administration (Q4)";"Social Sciences"
267;21101038741;"Finance: Theory and Practice";journal;"25877089, 25875671";0,203;Q3;12;108;229;2710;202;229;0,83;25,09;51,50;0;66;Russian Federation;Eastern Europe;"Financial University under The Government of Russian Federation";"2017-2024";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Business and International Management (Q4); Finance (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
268;21101089508;"Sever i Rynok: Formirovanie Ekonomiceskogo Poradka";journal;"2220802X";0,203;Q3;7;48;128;1587;68;128;0,75;33,06;55,43;0;37;Russian Federation;Eastern Europe;"Kola Science Centre of the Russian Academy of Sciences";"2019-2024";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
269;21100869498;"South of Russia: Ecology, Development";journal;"24130958, 19921098";0,201;Q3;10;71;193;1977;103;193;0,52;27,85;56,03;0;40;Russian Federation;Eastern Europe;"Kamerton";"2018-2024";"Geography, Planning and Development (Q3); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
270;21100780547;"Tuberculosis and Lung Diseases";journal;"25421506, 20751230";0,201;Q4;21;83;326;1447;189;325;0,63;17,43;59,79;0;80;Russian Federation;Eastern Europe;"New Terra Publishing House";"2010, 2017-2024";"Infectious Diseases (Q4); Pulmonary and Respiratory Medicine (Q4)";"Medicine"
271;21101155948;"Experimental Psychology (Russia)";journal;"20727593, 23117036";0,200;Q4;8;53;173;1832;81;173;0,53;34,57;61,70;0;5;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2019-2024";"Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4); Psychology (miscellaneous) (Q4)";"Psychology"
